Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
FONTANA HEIGHTS,"6,618,000","3,466.01","1,909",04 Oct 2021,39 MOUNT SINAI RISE #11-02,Resale,Strata,322,"20,553",-,Condominium,1,Freehold,1985,Private,276957,10,27,Central Region,Bukit Timah
ISLAND COUNTRY VILLAS,"2,090,000","2,443.43",855,04 Oct 2021,62 OLD UPPER THOMSON ROAD,Resale,Land,227,"9,207",-,Semi-Detached House,1,99 yrs from 28/08/1995,1999,Private,576232,20,57,North East Region,Ang Mo Kio
SEASUITES,"1,186,000",688.9,"1,722",04 Oct 2021,252 PASIR PANJANG ROAD #04-04,Resale,Strata,64,"18,531",-,Apartment,1,Freehold,2016,Private,118617,05,11,Central Region,Queenstown
D'NEST,"610,000",484.38,"1,259",04 Oct 2021,127 PASIR RIS GROVE #09-04,Resale,Strata,45,"13,556",-,Condominium,1,99 yrs from 20/10/2010,2017,Private,518178,18,51,East Region,Pasir Ris
LIVIA,"898,000",914.94,981,04 Oct 2021,73 PASIR RIS GROVE #13-23,Resale,Strata,85,"10,565",-,Condominium,1,99 yrs from 07/01/2008,2011,HDB,518206,18,51,East Region,Pasir Ris
ARDMORE PARK,"10,750,000","2,884.75","3,726",04 Oct 2021,9 ARDMORE PARK #23-01,Resale,Strata,268,"40,112",-,Condominium,1,Freehold,2001,Private,259955,10,25,Central Region,Newton
PRESTIGE HEIGHTS,"600,000",376.74,"1,593",04 Oct 2021,348 BALESTIER ROAD #14-02,Resale,Strata,35,"17,143",-,Apartment,1,Freehold,2011,HDB,329778,12,32,Central Region,Novena
THE BAYSHORE,"1,710,000","1,431.61","1,194",04 Oct 2021,22 BAYSHORE ROAD #21-04,Resale,Strata,133,"12,857",-,Condominium,1,99 yrs from 31/05/1993,1996,HDB,469970,16,46,East Region,Bedok
THE BAYSHORE,"1,075,000","1,011.82","1,062",04 Oct 2021,22 BAYSHORE ROAD #29-02,Resale,Strata,94,"11,436",-,Condominium,1,99 yrs from 31/05/1993,1996,HDB,469970,16,46,East Region,Bedok
HOUGANG GREEN,"670,000",764.24,877,04 Oct 2021,5 BUANGKOK GREEN #12-01,Resale,Strata,71,"9,437",-,Apartment,1,99 yrs from 01/12/1994,1998,Private,539748,19,53,North East Region,Hougang
THE MADEIRA,"1,270,000","1,356.26",936,04 Oct 2021,52 BUKIT BATOK STREET 31 #17-08,Resale,Strata,126,"10,079",-,Condominium,1,99 yrs from 14/08/2000,2003,HDB,659443,23,65,West Region,Bukit Batok
GOODWOOD RESIDENCE,"6,550,000","2,486.48","2,634",04 Oct 2021,261 BUKIT TIMAH ROAD #06-03,Resale,Strata,231,"28,355",-,Condominium,1,Freehold,2013,Private,259703,10,25,Central Region,Newton
THE LIGHT @ CAIRNHILL,"3,500,000","1,722.24","2,032",04 Oct 2021,19 CAIRNHILL CIRCLE #02-03,Resale,Strata,160,"21,875",-,Condominium,1,Freehold,2004,Private,229768,09,22,Central Region,Newton
ALBA,"4,728,888","2,109.74","2,241",04 Oct 2021,8 CAIRNHILL RISE #07-03,Resale,Strata,196,"24,127",-,Apartment,1,Freehold,2015,Private,229743,09,22,Central Region,Newton
JEWEL @ BUANGKOK,"1,045,000",731.95,"1,428",04 Oct 2021,85 COMPASSVALE BOW #10-17,Resale,Strata,68,"15,368",-,Condominium,1,99 yrs from 12/09/2012,2016,Private,544685,19,54,North East Region,Sengkang
DUCHESS CREST,"2,700,000","1,733","1,558",04 Oct 2021,50 DUCHESS AVENUE #03-09,Resale,Strata,161,"16,770",-,Condominium,1,99 yrs from 24/06/1995,1998,Private,269196,10,26,Central Region,Bukit Timah
RIVER ISLES,"1,538,000","1,474.67","1,043",04 Oct 2021,52 EDGEDALE PLAINS #05-03,Resale,Strata,137,"11,226",-,Condominium,1,99 yrs from 06/02/2012,2015,HDB,828820,19,82,North East Region,Punggol
WATERBAY,"1,230,000","1,140.98","1,078",04 Oct 2021,47B EDGEFIELD PLAINS #05-21,Resale,Strata,106,"11,604",-,Executive Condominium,1,99 yrs from 02/07/2012,2016,HDB,828715,19,82,North East Region,Punggol
